JarHC Report for jarhc-check 1.0.0-SNAPSHOT
===========================================

JAR Files
---------
List of JAR files found in classpath.

JAR file                                                       | Size    | Classes | Resources | Checksum (SHA-1)                         | Artifact coordinates
                                | • @Deprecated: public static final software.amazon.awssdk.core.interceptor.ExecutionAttribute software.amazon.awssdk.auth.signer.AwsSignerExecutionAttribute.SIGNING_CLOCK
                                | • @Deprecated: public static final software.amazon.awssdk.core.interceptor.ExecutionAttribute software.amazon.awssdk.auth.signer.AwsSignerExecutionAttribute.SIGNING_REGION
                                |
                                | software.amazon.awssdk.services.s3.waiters.DefaultS3AsyncWaiter
                                | • @Deprecated: public final class software.amazon.awssdk.core.retry.backoff.FixedDelayBackoffStrategy
                                | • @Deprecated: public interface software.amazon.awssdk.core.retry.backoff.BackoffStrategy
                                |
                                | software.amazon.awssdk.services.s3.waiters.DefaultS3Waiter
                                | • @Deprecated: public final class software.amazon.awssdk.core.retry.backoff.FixedDelayBackoffStrategy
                                | • @Deprecated: public interface software.amazon.awssdk.core.retry.backoff.BackoffStrategy
aws-core-2.26.12.jar            | software.amazon.awssdk.awscore.client.builder.AwsDefaultClientBuilder
                                | • @Deprecated: public final class software.amazon.awssdk.core.retry.RetryPolicy
                                |
                                | software.amazon.awssdk.awscore.internal.AwsExecutionContextBuilder
                                | • @Deprecated: public final class software.amazon.awssdk.auth.signer.AwsSignerExecutionAttribute
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                | • @Deprecated: public static final software.amazon.awssdk.core.interceptor.ExecutionAttribute software.amazon.awssdk.auth.signer.AwsSignerExecutionAttribute.AWS_CREDENTIALS
                                | • @Deprecated: public static final software.amazon.awssdk.core.interceptor.ExecutionAttribute software.amazon.awssdk.auth.signer.AwsSignerExecutionAttribute.SERVICE_SIGNING_NAME
                                | • @Deprecated: public static final software.amazon.awssdk.core.interceptor.ExecutionAttribute software.amazon.awssdk.auth.signer.AwsSignerExecutionAttribute.SIGNING_REGION
                                | • @Deprecated: public static final software.amazon.awssdk.core.interceptor.ExecutionAttribute software.amazon.awssdk.core.interceptor.SdkExecutionAttribute.PROFILE_FILE
                                |
                                | software.amazon.awssdk.awscore.internal.authcontext.AuthorizationStrategy
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                |
                                | software.amazon.awssdk.awscore.internal.authcontext.AuthorizationStrategyFactory
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                |
                                | software.amazon.awssdk.awscore.internal.authcontext.AwsCredentialsAuthorizationStrategy
                                | • @Deprecated: public final class software.amazon.awssdk.auth.signer.AwsSignerExecutionAttribute
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                | • @Deprecated: public static final software.amazon.awssdk.core.interceptor.ExecutionAttribute software.amazon.awssdk.auth.signer.AwsSignerExecutionAttribute.AWS_CREDENTIALS
                                |
                                | software.amazon.awssdk.awscore.internal.authcontext.AwsCredentialsAuthorizationStrategy$Builder
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                |
                                | software.amazon.awssdk.awscore.internal.authcontext.TokenAuthorizationStrategy
                                | • @Deprecated: public final class software.amazon.awssdk.auth.token.signer.SdkTokenExecutionAttribute
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                | • @Deprecated: public static final software.amazon.awssdk.core.interceptor.ExecutionAttribute software.amazon.awssdk.auth.token.signer.SdkTokenExecutionAttribute.SDK_TOKEN
                                |
                                | software.amazon.awssdk.awscore.internal.authcontext.TokenAuthorizationStrategy$Builder
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                |
                                | software.amazon.awssdk.awscore.retry.AwsRetryPolicy
                                | • @Deprecated: public final class software.amazon.awssdk.core.retry.RetryPolicy
                                | • @Deprecated: public interface software.amazon.awssdk.core.retry.conditions.RetryCondition
                                |
                                | software.amazon.awssdk.awscore.retry.AwsRetryStrategy
                                | • @Deprecated: public final class software.amazon.awssdk.core.retry.RetryPolicy
                                | • @Deprecated: public static final software.amazon.awssdk.core.retry.RetryMode software.amazon.awssdk.core.retry.RetryMode.ADAPTIVE
                                |
                                | software.amazon.awssdk.awscore.retry.AwsRetryStrategy$1
                                | • @Deprecated: public static final software.amazon.awssdk.core.retry.RetryMode software.amazon.awssdk.core.retry.RetryMode.ADAPTIVE
                                |
                                | software.amazon.awssdk.awscore.retry.conditions.RetryOnErrorCodeCondition
                                | • @Deprecated: public interface software.amazon.awssdk.core.retry.conditions.RetryCondition
                                |
                                | software.amazon.awssdk.awscore.util.SignerOverrideUtils
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
auth-2.26.12.jar                | software.amazon.awssdk.auth.signer.AsyncAws4Signer
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.AsyncSigner
                                |
                                | software.amazon.awssdk.auth.signer.SignerLoader
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                |
                                | software.amazon.awssdk.auth.signer.internal.AbstractAws4Signer
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Presigner
                                |
                                | software.amazon.awssdk.auth.signer.internal.AbstractAwsSigner
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                |
                                | software.amazon.awssdk.auth.signer.internal.BaseAsyncAws4Signer
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.AsyncRequestBodySigner
                                |
                                | software.amazon.awssdk.auth.signer.internal.util.SignerMethodResolver
                                | • @Deprecated: public final class software.amazon.awssdk.core.signer.NoOpSigner
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
                                |
                                | software.amazon.awssdk.auth.token.signer.aws.BearerTokenSigner
                                | • @Deprecated: public interface software.amazon.awssdk.core.signer.Signer
http-client-spi-2.26.12.jar     | software.amazon.awssdk.http.SdkHttpHeaders
                                | • @Deprecated: public static java.util.Optional software.amazon.awssdk.utils.http.SdkHttpUtils.firstMatchingHeader(java.util.Map,java.lang.String)
                                | • @Deprecated: public static java.util.Optional software.amazon.awssdk.utils.http.SdkHttpUtils.firstMatchingHeaderFromCollection(java.util.Map,java.util.Collection)
                                | • @Deprecated: public static java.util.stream.Stream software.amazon.awssdk.utils.http.SdkHttpUtils.allMatchingHeaders(java.util.Map,java.lang.String)
slf4j-api-2.0.13.jar            | org.slf4j.LoggerFactory
                                | • @Deprecated: public class java.lang.SecurityManager
                                | • @Deprecated: public final class java.security.AccessController
                                |
                                | org.slf4j.helpers.Util$ClassContextSecurityManager
                                | • @Deprecated: public class java.lang.SecurityManager
maven-aether-provider-3.3.9.jar | org.apache.maven.repository.internal.DefaultArtifactDescriptorReader
                                | • @Deprecated: public interface org.apache.maven.model.building.ModelSource
                                |
                                | org.apache.maven.repository.internal.DefaultModelResolver
                                | • @Deprecated: public interface org.apache.maven.model.building.ModelSource
                                |
                                | org.apache.maven.repository.internal.DefaultVersionRangeResolver
                                | • @Deprecated: public static void org.codehaus.plexus.util.IOUtil.close(java.io.InputStream)
                                |
                                | org.apache.maven.repository.internal.DefaultVersionResolver
                                | • @Deprecated: public final class org.eclipse.aether.internal.impl.CacheUtils
                                | • @Deprecated: public static void org.codehaus.plexus.util.IOUtil.close(java.io.InputStream)
                                |
                                | org.apache.maven.repository.internal.DefaultVersionResolver$Key
                                | • @Deprecated: public final class org.eclipse.aether.internal.impl.CacheUtils
                                |
                                | org.apache.maven.repository.internal.MavenAetherModule
                                | • @Deprecated: public final class org.eclipse.aether.impl.AetherModule
maven-model-builder-3.3.9.jar   | org.apache.maven.model.interpolation.StringSearchModelInterpolator
                                | • @Deprecated: public final class java.security.AccessController
                                |
                                | org.apache.maven.model.io.DefaultModelReader
                                | • @Deprecated: public static void org.codehaus.plexus.util.IOUtil.close(java.io.InputStream)
                                | • @Deprecated: public static void org.codehaus.plexus.util.IOUtil.close(java.io.Reader)
                                |
                                | org.apache.maven.model.io.DefaultModelWriter
                                | • @Deprecated: public static void org.codehaus.plexus.util.IOUtil.close(java.io.OutputStream)
                                | • @Deprecated: public static void org.codehaus.plexus.util.IOUtil.close(java.io.Writer)
                                |
                                | org.apache.maven.model.validation.DefaultModelValidator
                                | • @Deprecated: public static java.lang.String org.codehaus.plexus.util.StringUtils.defaultString(java.lang.Object,java.lang.String)
guava-33.1.0-jre.jar            | com.google.common.cache.Striped64
                                | • @Deprecated: public final class java.security.AccessController
                                | • boolean sun.misc.Unsafe.compareAndSwapInt(java.lang.Object,long,int,int)
                                | • boolean sun.misc.Unsafe.compareAndSwapLong(java.lang.Object,long,long,long)
                                | • long sun.misc.Unsafe.objectFieldOffset(java.lang.reflect.Field)
                                | • static sun.misc.Unsafe sun.misc.Unsafe.getUnsafe()
                                |
                                | com.google.common.cache.Striped64$Cell
                                | • boolean sun.misc.Unsafe.compareAndSwapLong(java.lang.Object,long,long,long)
                                | • long sun.misc.Unsafe.objectFieldOffset(java.lang.reflect.Field)
                                |
                                | com.google.common.hash.LittleEndianByteArray$UnsafeByteArray
                                | • @Deprecated: public final class java.security.AccessController
                                | • int sun.misc.Unsafe.arrayBaseOffset(java.lang.Class)
                                | • int sun.misc.Unsafe.arrayIndexScale(java.lang.Class)
                                | • static sun.misc.Unsafe sun.misc.Unsafe.getUnsafe()
                                |
                                | com.google.common.hash.LittleEndianByteArray$UnsafeByteArray$1
                                | • long sun.misc.Unsafe.getLong(java.lang.Object,long)
                                | • void sun.misc.Unsafe.putLong(java.lang.Object,long,long)
                                |
                                | com.google.common.hash.LittleEndianByteArray$UnsafeByteArray$2
                                | • long sun.misc.Unsafe.getLong(java.lang.Object,long)
                                | • void sun.misc.Unsafe.putLong(java.lang.Object,long,long)
                                |
                                | com.google.common.hash.Striped64
                                | • @Deprecated: public final class java.security.AccessController
                                | • boolean sun.misc.Unsafe.compareAndSwapInt(java.lang.Object,long,int,int)
                                | • boolean sun.misc.Unsafe.compareAndSwapLong(java.lang.Object,long,long,long)
                                | • long sun.misc.Unsafe.objectFieldOffset(java.lang.reflect.Field)
                                | • static sun.misc.Unsafe sun.misc.Unsafe.getUnsafe()
                                |
                                | com.google.common.hash.Striped64$Cell
                                | • boolean sun.misc.Unsafe.compareAndSwapLong(java.lang.Object,long,long,long)
                                | • long sun.misc.Unsafe.objectFieldOffset(java.lang.reflect.Field)
                                |
                                | com.google.common.primitives.UnsignedBytes$LexicographicalComparatorHolder$UnsafeComparator
                                | • @Deprecated: public final class java.security.AccessController
                                | • int sun.misc.Unsafe.arrayBaseOffset(java.lang.Class)
                                | • int sun.misc.Unsafe.arrayIndexScale(java.lang.Class)
                                | • long sun.misc.Unsafe.getLong(java.lang.Object,long)
                                | • static sun.misc.Unsafe sun.misc.Unsafe.getUnsafe()
                                |
                                | com.google.common.reflect.Types$TypeVariableInvocationHandler
                                | • @Deprecated: public class java.security.AccessControlException
                                |
                                | com.google.common.util.concurrent.AbstractFuture$UnsafeAtomicHelper
                                | • @Deprecated: public final class java.security.AccessController
                                | • boolean sun.misc.Unsafe.compareAndSwapObject(java.lang.Object,long,java.lang.Object,java.lang.Object)
                                | • java.lang.Object sun.misc.Unsafe.getAndSetObject(java.lang.Object,long,java.lang.Object)
                                | • long sun.misc.Unsafe.objectFieldOffset(java.lang.reflect.Field)
                                | • static sun.misc.Unsafe sun.misc.Unsafe.getUnsafe()
                                | • void sun.misc.Unsafe.putObject(java.lang.Object,long,java.lang.Object)
                                |
                                | com.google.common.util.concurrent.UncaughtExceptionHandlers$Exiter
                                | • void java.lang.Runtime.exit(int)
aws-java-sdk-xray-1.12.228.jar  | com.amazonaws.services.xray.AWSXRayClient
                                | • @Deprecated: public class com.amazonaws.internal.StaticCredentialsProvider
                                | • @Deprecated: public com.amazonaws.Response com.amazonaws.http.AmazonHttpClient.execute(com.amazonaws.Request,com.amazonaws.http.HttpResponseHandler,com.amazonaws.http.HttpResponseHandler,com.amazonaws.http.ExecutionContext)
aws-java-sdk-core-1.12.228.jar  | com.amazonaws.http.apache.client.impl.ApacheConnectionManagerFactory
                                | • @Deprecated: public interface org.apache.http.conn.ssl.X509HostnameVerifier
                                | • @Deprecated: public static final org.apache.http.conn.ssl.X509HostnameVerifier org.apache.http.conn.ssl.SSLConnectionSocketFactory.BROWSER_COMPATIBLE_HOSTNAME_VERIFIER
                                | • @Deprecated: public static final org.apache.http.conn.ssl.X509HostnameVerifier org.apache.http.conn.ssl.SSLConnectionSocketFactory.STRICT_HOSTNAME_VERIFIER
                                |
                                | com.amazonaws.http.apache.client.impl.SdkHttpClient
                                | • @Deprecated: public abstract org.apache.http.conn.ClientConnectionManager org.apache.http.client.HttpClient.getConnectionManager()
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.client.HttpClient.getParams()
                                | • @Deprecated: public interface org.apache.http.conn.ClientConnectionManager
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | com.amazonaws.http.conn.ssl.privileged.PrivilegedMasterSecretValidator
                                | • @Deprecated: public final class java.security.AccessController
                                |
                                | com.amazonaws.monitoring.internal.AsynchronousAgentDispatcher
                                | • @Deprecated: public static final com.fasterxml.jackson.databind.PropertyNamingStrategy com.fasterxml.jackson.databind.PropertyNamingStrategy.PASCAL_CASE_TO_CAMEL_CASE
                                |
                                | com.amazonaws.transform.JsonErrorUnmarshaller
                                | • @Deprecated: public static final com.fasterxml.jackson.databind.PropertyNamingStrategy com.fasterxml.jackson.databind.PropertyNamingStrategy.PASCAL_CASE_TO_CAMEL_CASE
                                |
                                | com.amazonaws.util.EC2MetadataUtils
                                | • @Deprecated: public static final com.fasterxml.jackson.databind.PropertyNamingStrategy com.fasterxml.jackson.databind.PropertyNamingStrategy.PASCAL_CASE_TO_CAMEL_CASE
                                |
                                | com.amazonaws.util.HttpClientWrappingInputStream
                                | • @Deprecated: public abstract org.apache.http.conn.ClientConnectionManager org.apache.http.client.HttpClient.getConnectionManager()
                                | • @Deprecated: public interface org.apache.http.conn.ClientConnectionManager
                                |
                                | com.amazonaws.util.NamedDefaultThreadFactory
                                | • @Deprecated: public class java.lang.SecurityManager
                                |
                                | com.amazonaws.util.RuntimeHttpUtils
                                | • @Deprecated: public class org.apache.http.impl.client.DefaultHttpClient
                                | • @Deprecated: public class org.apache.http.params.BasicHttpParams
                                | • @Deprecated: public final class org.apache.http.params.HttpConnectionParams
                                | • @Deprecated: public final class org.apache.http.params.HttpProtocolParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | com.amazonaws.util.XmlUtils
                                | • @Deprecated: public final class org.xml.sax.helpers.XMLReaderFactory
httpclient-4.5.14.jar           | org.apache.http.auth.AuthSchemeFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.auth.AuthSchemeRegistry
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.auth.AuthSchemeRegistry$1
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.auth.params.AuthParamBean
                                | • @Deprecated: public abstract class org.apache.http.params.HttpAbstractParamBean
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.auth.params.AuthParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.client.HttpClient
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.client.methods.AbstractExecutionAwareRequest
                                | • @Deprecated: protected org.apache.http.params.HttpParams org.apache.http.message.AbstractHttpMessage.params
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.client.methods.HttpRequestBase
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public final class org.apache.http.params.HttpProtocolParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.client.methods.HttpRequestWrapper
                                | • @Deprecated: protected org.apache.http.params.HttpParams org.apache.http.message.AbstractHttpMessage.params
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.client.params.AllClientPNames
                                | • @Deprecated: public interface org.apache.http.params.CoreConnectionPNames
                                | • @Deprecated: public interface org.apache.http.params.CoreProtocolPNames
                                |
                                | org.apache.http.client.params.ClientParamBean
                                | • @Deprecated: public abstract class org.apache.http.params.HttpAbstractParamBean
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.client.params.HttpClientParamConfig
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.client.params.HttpClientParams
                                | • @Deprecated: public final class org.apache.http.params.HttpConnectionParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.client.protocol.RequestDefaultHeaders
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.ClientConnectionManagerFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.ClientConnectionOperator
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.ManagedClientConnection
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.MultihomePlainSocketFactory
                                | • @Deprecated: public final class org.apache.http.params.HttpConnectionParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.OperatedClientConnection
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.params.ConnConnectionParamBean
                                | • @Deprecated: public abstract class org.apache.http.params.HttpAbstractParamBean
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.params.ConnManagerParamBean
                                | • @Deprecated: public abstract class org.apache.http.params.HttpAbstractParamBean
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.params.ConnManagerParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.params.ConnRouteParamBean
                                | • @Deprecated: public abstract class org.apache.http.params.HttpAbstractParamBean
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.params.ConnRouteParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.scheme.PlainSocketFactory
                                | • @Deprecated: public final class org.apache.http.params.HttpConnectionParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.scheme.SchemeLayeredSocketFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.scheme.SchemeLayeredSocketFactoryAdaptor
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.scheme.SchemeLayeredSocketFactoryAdaptor2
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.scheme.SchemeSocketFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.scheme.SchemeSocketFactoryAdaptor
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.scheme.SocketFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.scheme.SocketFactoryAdaptor
                                | • @Deprecated: public class org.apache.http.params.BasicHttpParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.conn.ssl.SSLSocketFactory
                                | • @Deprecated: public final class org.apache.http.params.HttpConnectionParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.cookie.CookieSpecFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.cookie.CookieSpecRegistry
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.cookie.CookieSpecRegistry$1
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.cookie.params.CookieSpecParamBean
                                | • @Deprecated: public abstract class org.apache.http.params.HttpAbstractParamBean
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.auth.BasicSchemeFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.auth.DigestSchemeFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.auth.KerberosSchemeFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.auth.NTLMSchemeFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.auth.NegotiateSchemeFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.auth.RFC2617Scheme
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.auth.SPNegoSchemeFactory
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.AbstractAuthenticationHandler
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.AbstractHttpClient
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public final class org.apache.http.protocol.BasicHttpProcessor
                                | • @Deprecated: public final class org.apache.http.protocol.DefaultedHttpContext
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.AutoRetryHttpClient
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.ClientParamsStack
                                | • @Deprecated: public abstract class org.apache.http.params.AbstractHttpParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.ContentEncodingHttpClient
                                | • @Deprecated: public final class org.apache.http.protocol.BasicHttpProcessor
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.DecompressingHttpClient
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.DefaultHttpClient
                                | • @Deprecated: public class org.apache.http.params.SyncBasicHttpParams
                                | • @Deprecated: public final class org.apache.http.params.HttpConnectionParams
                                | • @Deprecated: public final class org.apache.http.params.HttpProtocolParams
                                | • @Deprecated: public final class org.apache.http.protocol.BasicHttpProcessor
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                | • @Deprecated: public void org.apache.http.protocol.RequestExpectContinue.<init>()
                                |
                                | org.apache.http.impl.client.DefaultProxyAuthenticationHandler
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.DefaultRedirectHandler
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.DefaultRequestDirector
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public abstract void org.apache.http.HttpMessage.setParams(org.apache.http.params.HttpParams)
                                | • @Deprecated: public final class org.apache.http.params.HttpConnectionParams
                                | • @Deprecated: public final class org.apache.http.params.HttpProtocolParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.DefaultTargetAuthenticationHandler
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.EntityEnclosingRequestWrapper$EntityWrapper
                                | • @Deprecated: public void org.apache.http.entity.HttpEntityWrapper.consumeContent()
                                |
                                | org.apache.http.impl.client.InternalHttpClient
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParamsNames
                                |
                                | org.apache.http.impl.client.MinimalHttpClient
                                | • @Deprecated: public class org.apache.http.params.BasicHttpParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.ProxyClient
                                | • @Deprecated: public class org.apache.http.params.BasicHttpParams
                                | • @Deprecated: public final class org.apache.http.params.HttpParamConfig
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.RequestWrapper
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public abstract void org.apache.http.HttpMessage.setParams(org.apache.http.params.HttpParams)
                                | • @Deprecated: public final class org.apache.http.params.HttpProtocolParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.client.SystemDefaultHttpClient
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.conn.AbstractPoolEntry
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.conn.AbstractPooledConnAdapter
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.conn.DefaultClientConnection
                                | • @Deprecated: public class org.apache.http.impl.SocketHttpClientConnection
                                | • @Deprecated: public class org.apache.http.params.BasicHttpParams
                                | • @Deprecated: public final class org.apache.http.params.HttpProtocolParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.conn.DefaultClientConnectionOperator
                                | • @Deprecated: public final class org.apache.http.params.HttpConnectionParams
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.conn.DefaultHttpResponseParser
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                | • @Deprecated: public void org.apache.http.impl.io.AbstractMessageParser.<init>(org.apache.http.io.SessionInputBuffer,org.apache.http.message.LineParser,org.apache.http.params.HttpParams)
                                |
                                | org.apache.http.impl.conn.DefaultHttpRoutePlanner
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.conn.DefaultResponseParser
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                | • @Deprecated: public void org.apache.http.impl.io.AbstractMessageParser.<init>(org.apache.http.io.SessionInputBuffer,org.apache.http.message.LineParser,org.apache.http.params.HttpParams)
                                |
                                | org.apache.http.impl.conn.LoggingSessionInputBuffer
                                | • @Deprecated: public abstract boolean org.apache.http.io.SessionInputBuffer.isDataAvailable(int)
                                | • @Deprecated: public interface org.apache.http.io.EofSensor
                                |
                                | org.apache.http.impl.conn.ManagedClientConnectionImpl
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.conn.ProxySelectorRoutePlanner
                                | • @Deprecated: public abstract org.apache.http.params.HttpParams org.apache.http.HttpMessage.getParams()
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
                                | org.apache.http.impl.conn.SingleClientConnManager
                                | • @Deprecated: public interface org.apache.http.params.HttpParams
                                |
